summary	Translation	Positive	Negative	EmotionRationale
Iran has admitted it shot down a Ukrainian airliner by accident on Wednesday President Hassan Rouhani said the incident was a terrible catastrophe Follow here for the latest updates	Iran has admitted it shot down a Ukrainian airliner by accident on Wednesday President Hassan Rouhani said the incident was a terrible catastrophe Follow here for the latest updates	1	-5	 Iran[0] has[0] admitted[0] it[0] shot[-1] down[0] a[0] Ukrainian[0] airliner[0] by[0] accident[-1] on[0] Wednesday[0] President[0] Hassan[0] Rouhani[0] said[0] the[0] incident[0] was[0] a[0] terrible[-3] catastrophe[-3][-1 MultiplePositiveWords] Follow[0] here[0] for[0] the[0] latest[0] updates[0] [[Sentence=-5,1=word max, 1-5]][[[1,-5 max of sentences]]]
Iran has issued eight more visas to a team of Canadian officials in the wake of a fatal plane crash near Tehran and most members of the group should be in Tehran on Monday Canadian Foreign Minister Francois Philippe Champagne said on Sunday	Iran has issued eight more visas to a team of Canadian officials in the wake of a fatal plane crash near Tehran and most members of the group should be in Tehran on Monday Canadian Foreign Minister Francois Philippe Champagne said on Sunday	1	-3	 Iran[0] has[0] issued[0] eight[0] more[0] visas[0] to[0] a[0] team[0] of[0] Canadian[0] officials[0] in[0] the[0] wake[0] of[0] a[0] fatal[-2] plane[0] crash[0] near[0] Tehran[0] and[0] most[0] members[0] of[0] the[0] group[0] should[0] be[0] in[0] Tehran[0] on[0] Monday[0] Canadian[0] Foreign[-1] Minister[0] Francois[0] Philippe[0] Champagne[0] said[0] on[0] Sunday[0] [[Sentence=-3,1=word max, 1-5]][[[1,-3 max of sentences]]]
Iran has launched an attack on US led forces in Iraq the US military said on Tuesday adding Tehran fired more than a dozen ballistic missiles from Iranian territory against at least two Iraqi military bases hosting US led coalition personnel	Iran has launched an attack on US led forces in Iraq the US military said on Tuesday adding Tehran fired more than a dozen ballistic missiles from Iranian territory against at least two Iraqi military bases hosting US led coalition personnel	1	-3	 Iran[0] has[0] launched[0] an[0] attack[-2] on[0] US[0] led[0] forces[0] in[0] Iraq[0] the[0] US[0] military[0] said[0] on[0] Tuesday[0] adding[0] Tehran[0] fired[-2] more[0] than[0] a[0] dozen[0] ballistic[0] missiles[0] from[0] Iranian[0] territory[0] against[-1] at[0] least[0] two[0] Iraqi[0] military[0] bases[0] hosting[0] US[0] led[0] coalition[0] personnel[0] [[Sentence=-3,1=word max, 1-5]][[[1,-3 max of sentences]]]
Iran has launched over a dozen ballistic missiles targeting a US airbase in Iraq US officials confirmed on Tuesday evening	Iran has launched over a dozen ballistic missiles targeting a US airbase in Iraq US officials confirmed on Tuesday evening	1	-1	 Iran[0] has[0] launched[0] over[0] a[0] dozen[0] ballistic[0] missiles[0] targeting[0] a[0] US[0] airbase[0] in[0] Iraq[0] US[0] officials[0] confirmed[0] on[0] Tuesday[0] evening[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Iran has made no such announcement	Iran has made no such announcement	1	-1	 Iran[0] has[0] made[0] no[0] such[0] announcement[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Iran has started its second round of attacks against bases holding US troops in Iraq the Tehran based Tasnim news agency said on Wednesday	Iran has started its second round of attacks against bases holding US troops in Iraq the Tehran based Tasnim news agency said on Wednesday	1	-3	 Iran[0] has[0] started[0] its[0] second[0] round[0] of[0] attacks[-2] against[-1] bases[0] holding[0] US[0] troops[0] in[0] Iraq[0] the[0] Tehran[0] based[0] Tasnim[0] news[0] agency[0] said[0] on[0] Wednesday[0] [[Sentence=-3,1=word max, 1-5]][[[1,-3 max of sentences]]]
Iran has vowed harsh retaliation after President Trump directed an airstrike that killed one of	Iran has vowed harsh retaliation after President Trump directed an airstrike that killed one of	1	-4	 Iran[0] has[0] vowed[0] harsh[-1] retaliation[-1] after[0] President[0] Trump[0] directed[0] an[0] airstrike[0] that[0] killed[-3] one[0] of[0] [[Sentence=-4,1=word max, 1-5]][[[1,-4 max of sentences]]]
Iran has vowed revenge after the killing of a top general what forces can it muster?	Iran has vowed revenge after the killing of a top general what forces can it muster?	1	-2	 Iran[0] has[0] vowed[0] revenge[-1] after[0] the[0] killing[-1] of[0] a[0] top[0] general[0] what[0] forces[0] can[0] it[0] muster[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
Iran isn t going to get away with their aggression	Iran isn t going to get away with their aggression	1	-3	 Iran[0] isn[0] t[0] going[0] to[0] get[0] away[0] with[0] their[0] aggression[-2] [[Sentence=-3,1=word max, 1-5]][[[1,-3 max of sentences]]]
Iran may well have calculated that its better off with a Democrat in the White House and not a Republican like President Donald Trump	Iran may well have calculated that its better off with a Democrat in the White House and not a Republican like President Donald Trump	2	-1	 Iran[0] may[0] well[0] have[0] calculated[0] that[0] its[0] better[0] off[0] with[0] a[0] Democrat[0] in[0] the[0] White[0] House[0] and[0] not[0] a[0] Republican[0] like[1] President[0] Donald[0] Trump[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Iran military official threatens attack on three five American targets including military ships reaction from House Foreign Affairs Committee member Guy Reschenthaler	Iran military official threatens attack on three five American targets including military ships reaction from House Foreign Affairs Committee member Guy Reschenthaler	1	-4	 Iran[0] military[0] official[0] threatens[-2] attack[-2][-1 MultiplePositiveWords] on[0] three[0] five[0] American[0] targets[0] including[0] military[0] ships[0] reaction[0] from[0] House[0] Foreign[-1] Affairs[0] Committee[0] member[0] Guy[0] Reschenthaler[0] [[Sentence=-4,1=word max, 1-5]][[[1,-4 max of sentences]]]
Iran officials acknowledged Saturday that they accidentally shot down a Ukrainian passenger plane that crashed earlier this week killing all one seven six people aboard	Iran officials acknowledged Saturday that they accidentally shot down a Ukrainian passenger plane that crashed earlier this week killing all one seven six people aboard	1	-2	 Iran[0] officials[0] acknowledged[0] Saturday[0] that[0] they[0] accidentally[-1] shot[-1] down[0] a[0] Ukrainian[0] passenger[0] plane[0] that[0] crashed[0] earlier[0] this[0] week[0] killing[-1] all[0] one[0] seven[0] six[0] people[0] aboard[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
Iran promised vengeance after a US air strike in Baghdad on Friday killed Qassem Soleimani Tehrans most prominent military commander and the architect of its growing influence in the Middle East	Iran promised vengeance after a US air strike in Baghdad on Friday killed Qassem Soleimani Tehrans most prominent military commander and the architect of its growing influence in the Middle East	2	-4	 Iran[0] promised[1] vengeance[-2] after[0] a[0] US[0] air[0] strike[-1] in[0] Baghdad[0] on[0] Friday[0] killed[-3] Qassem[0] Soleimani[0] Tehrans[0] most[0] prominent[0] military[0] commander[0] and[0] the[0] architect[0] of[0] its[0] growing[0] influence[0] in[0] the[0] Middle[0] East[0] [[Sentence=-4,2=word max, 1-5]][[[2,-4 max of sentences]]]
Iran promised vengeance after a US air strike in Baghdad on Friday killed Qassem Soleimani Tehrans most prominent military commander and the architect of its growing influence in the Middle East	Iran promised vengeance after a US air strike in Baghdad on Friday killed Qassem Soleimani Tehrans most prominent military commander and the architect of its growing influence in the Middle East	2	-4	 Iran[0] promised[1] vengeance[-2] after[0] a[0] US[0] air[0] strike[-1] in[0] Baghdad[0] on[0] Friday[0] killed[-3] Qassem[0] Soleimani[0] Tehrans[0] most[0] prominent[0] military[0] commander[0] and[0] the[0] architect[0] of[0] its[0] growing[0] influence[0] in[0] the[0] Middle[0] East[0] [[Sentence=-4,2=word max, 1-5]][[[2,-4 max of sentences]]]
Iran refused to hand over the black boxes from a Ukrainian passenger jet that crashed outside of Tehran on Tuesday night	Iran refused to hand over the black boxes from a Ukrainian passenger jet that crashed outside of Tehran on Tuesday night	1	-2	 Iran[0] refused[-1] to[0] hand[0] over[0] the[0] black[0] boxes[0] from[0] a[0] Ukrainian[0] passenger[0] jet[0] that[0] crashed[0] outside[0] of[0] Tehran[0] on[0] Tuesday[0] night[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
Iran removes all limits on uranium enrichment in effect ending its remaining commitments to the two zero one five nuclear deal	Iran removes all limits on uranium enrichment in effect ending its remaining commitments to the two zero one five nuclear deal	1	-1	 Iran[0] removes[0] all[0] limits[0] on[0] uranium[0] enrichment[0] in[0] effect[0] ending[0] its[0] remaining[0] commitments[0] to[0] the[0] two[0] zero[0] one[0] five[0] nuclear[0] deal[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Iran said it is innocent of accusations it tried to hide the causes of the downing of Ukraine International Airlines Flight seven five two 	Iran said it is innocent of accusations it tried to hide the causes of the downing of Ukraine International Airlines Flight seven five two	2	-2	 Iran[0] said[0] it[0] is[0] innocent[1] of[0] accusations[-1] it[0] tried[0] to[0] hide[0] the[0] causes[0] of[0] the[0] downing[0] of Ukraine[0] International[0] Airlines[0] Flight[0] seven[0] five[0] two[0] [[Sentence=-2,2=word max, 1-5]][[[2,-2 max of sentences]]]
Iran said it launched a missile attack on US led forces in Iraq in the early hours of Wednesday in retaliation for the US drone strike on an Iranian commander whose killing has raised fears of a wider war in the Middle East	Iran said it launched a missile attack on US led forces in Iraq in the early hours of Wednesday in retaliation for the US drone strike on an Iranian commander whose killing has raised fears of a wider war in the Middle East	1	-3	 Iran[0] said[0] it[0] launched[0] a[0] missile[0] attack[-2] on[0] US[0] led[0] forces[0] in[0] Iraq[0] in[0] the[0] early[0] hours[0] of[0] Wednesday[0] in[0] retaliation[-1] for[0] the[0] US[0] drone[0] strike[-1] on[0] an[0] Iranian[0] commander[0] whose[0] killing[-1] has[0] raised[0] fears[-2] of[0] a[0] wider[0] war[-2] in[0] the[0] Middle[0] East[0] [[Sentence=-3,1=word max, 1-5]][[[1,-3 max of sentences]]]
Iran said on Friday it wanted to download black box recordings itself from a Ukrainian airliner that crashed killing all one seven six people aboard after Canada and others said the plane was brought down by an Iranian missile probably by mistake	Iran said on Friday it wanted to download black box recordings itself from a Ukrainian airliner that crashed killing all one seven six people aboard after Canada and others said the plane was brought down by an Iranian missile probably by mistake	1	-2	 Iran[0] said[0] on[0] Friday[0] it[0] wanted[0] to[0] download[0] black[0] box[0] recordings[0] itself[0] from[0] a[0] Ukrainian[0] airliner[0] that[0] crashed[0] killing[-1] all[0] one[0] seven[0] six[0] people[0] aboard[0] after[0] Canada[0] and[0] others[0] said[0] the[0] plane[0] was[0] brought[0] down[0] by[0] an[0] Iranian[0] missile[0] probably[0] by[0] mistake[-1] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
Iran said on Saturday its military had mistakenly shot down a Ukrainian plane killing all one seven six aboard saying air defences were fired in error while on high alert in the tense aftermath of Iranian missile strikes on US targets in Iraq	Iran said on Saturday its military had mistakenly shot down a Ukrainian plane killing all one seven six aboard saying air defences were fired in error while on high alert in the tense aftermath of Iranian missile strikes on US targets in Iraq	1	-3	 Iran[0] said[0] on[0] Saturday[0] its[0] military[0] had[0] mistakenly[-1] shot[-1] down[0] a[0] Ukrainian[0] plane[0] killing[-1] all[0] one[0] seven[0] six[0] aboard[0] saying[0] air[0] defences[0] were[0] fired[-2] in[0] error[-1] while[0] on[0] high[0] alert[0] in[0] the[0] tense[-2] aftermath[0] of[0] Iranian[0] missile[0] strikes[0] on[0] US[0] targets[0] in[0] Iraq[0] [[Sentence=-3,1=word max, 1-5]][[[1,-3 max of sentences]]]
Iran said on Saturday its military had mistakenly shot down a Ukrainian plane killing all one seven six aboard saying air defenses were fired in error while on high alert in the tense aftermath of Iranian missile strikes on US targets in Iraq	Iran said on Saturday its military had mistakenly shot down a Ukrainian plane killing all one seven six aboard saying air defenses were fired in error while on high alert in the tense aftermath of Iranian missile strikes on US targets in Iraq	1	-3	 Iran[0] said[0] on[0] Saturday[0] its[0] military[0] had[0] mistakenly[-1] shot[-1] down[0] a[0] Ukrainian[0] plane[0] killing[-1] all[0] one[0] seven[0] six[0] aboard[0] saying[0] air[0] defenses[0] were[0] fired[-2] in[0] error[-1] while[0] on[0] high[0] alert[0] in[0] the[0] tense[-2] aftermath[0] of[0] Iranian[0] missile[0] strikes[0] on[0] US[0] targets[0] in[0] Iraq[0] [[Sentence=-3,1=word max, 1-5]][[[1,-3 max of sentences]]]
Iran said on Saturday its military had shot down a Ukrainian plane killing all one seven six aboard in a disastrous mistake saying air defenses were fired in error while on alert after Iranian missile strikes on US targets in Iraq	Iran said on Saturday its military had shot down a Ukrainian plane killing all one seven six aboard in a disastrous mistake saying air defenses were fired in error while on alert after Iranian missile strikes on US targets in Iraq	1	-4	 Iran[0] said[0] on[0] Saturday[0] its[0] military[0] had[0] shot[-1] down[0] a[0] Ukrainian[0] plane[0] killing[-1] all[0] one[0] seven[0] six[0] aboard[0] in[0] a[0] disastrous[-3] mistake[-1] saying[0] air[0] defenses[0] were[0] fired[-2] in[0] error[-1] while[0] on[0] alert[0] after[0] Iranian[0] missile[0] strikes[0] on[0] US[0] targets[0] in[0] Iraq[0] [[Sentence=-4,1=word max, 1-5]][[[1,-4 max of sentences]]]
